user_name,account_type,state,party,office,first_name,last_name,middle_name,suffix
JSHernandez2012,campaign,CA,d,House Candidate,John,Hernandez,,
Dr_RaulRuiz,campaign,CA,d,House Representative,Raul,Ruiz,"",M.D.
SalPace,campaign,CO,d,House Candidate,Sal,Pace,,
casida2012,campaign,CO,i,House Candidate,Tisha,Casida,T.,
John_W_Ewing,campaign,NE,d,House Candidate,John,Ewing,W.,
JoeMiklosi4CD6,campaign,CO,d,House Candidate,Joe,Miklosi,,
SoutherlandFL02,campaign,FL,r,House Representative,Steve,Southerland,"",""
AlLawsonJr,campaign,FL,d,House Representative,Al,Lawson,,Jr.
ValDemings,campaign,FL,d,House Candidate,Val,Demings,"",""
GoFitzGo,campaign,FL,d,House Candidate,Keith,Fitzgerald,,
davidgill2012,campaign,IL,d,House Candidate,David,Gill,,M.D.
ElectRodney,campaign,IL,r,House Representative,Rodney,Davis,"",""
DaveCrooks1,campaign,IN,d,House Candidate,Dave,Crooks,,
ChristieVilsack,campaign,IA,d,House Candidate,Christie,Vilsack,"",""
VotePestka,campaign,MI,d,House Candidate,Steve,Pestka,,
TajforCongress,campaign,MI,d,House Candidate,Syed,Taj,,
JohnOceguera,campaign,NV,d,House Candidate,John,Oceguera,,
TeamSheaPorter,campaign,NH,d,House Representative,Carol,Shea-Porter,"",""
Shelley_Adler,campaign,NJ,d,House Candidate,Shelley,Adler,,
spmaloney,campaign,NY,d,House Representative,Sean Patrick,Maloney,"",""
Dan_Lamb,campaign,NY,d,House Candidate,Dan,Lamb,,
NateShinagawa,campaign,NY,d,House Candidate,Nate,Shinagawa,,
HR4Congress,campaign,NC,d,House Candidate,Hayden,Rogers,,
VoteMeadows,campaign,NC,r,House Representative,Mark,Meadows,"",""
GeorgeHolding,campaign,NC,r,House Representative,George,Holding,"",""
JoyceforOhio,campaign,OH,d,House Candidate,Joyce,Healy-Abrams,,
MananTrivedi,campaign,PA,d,House Candidate,Manan,Trivedi,"",""
Badey4Congress,campaign,PA,d,House Candidate,George,Badey,,
KathyBoockvar,campaign,PA,d,House Candidate,Kathy,Boockvar,,
petegallego,campaign,TX,d,House Representative,Pete,Gallego,"",""
PaulHirschbiel,campaign,VA,d,House Candidate,Paul,Hirschbiel,,
PatKreitlow,campaign,WI,d,House Candidate,Pat,Kreitlow,"",""
WallForCongress,campaign,WI,d,House Candidate,Jamie,Wall,,
kyrstensinema,campaign,AZ,d,House Representative,Kyrsten,Sinema,"",""
4RickyGill,campaign,CA,r,House Candidate,Ricky,Gill,,
BrianDWhelan,campaign,CA,r,House Candidate,Brian,Whelan,Daniel,
abelmaldonado,campaign,CA,r,House Candidate,Abel,Maldonado,,
TonyStrickland,campaign,CA,r,House Candidate,Tony,Strickland,"",""
JuliaBrownley,campaign,CA,d,House Representative,Julia,Brownley,"",""
GaryDeLong,campaign,CA,r,House Candidate,Gary,DeLong,,
alanlowenthal,campaign,CA,d,House Representative,Alan,Lowenthal,"",""
ToddLongLaw,campaign,FL,r,House Candidate,Todd,Long,,
LoisFrankel,campaign,FL,d,House Representative,Lois,Frankel,"",""
AdamHasner,campaign,FL,r,House Candidate,Adam,Hasner,,
Schneider4IL10,campaign,IL,d,House Representative,Brad,Schneider,"",""
Foster4Congress,campaign,IL,d,House Representative,Bill,Foster,"",""
CheriBustos,campaign,IL,d,House Representative,Cheri,Bustos,"",""
barrforcongress,campaign,KY,r,House Representative,Andy,Barr,"",""
Roscoe_Bartlett,campaign,MD,r,House Representative,Roscoe,Bartlett,"",""
JohnKDelaney,campaign,MD,d,House Representative,John,Delaney,"",""
StevenHorsford,campaign,NV,d,House Representative,Steven,Horsford,"",""
DannyTarkanian,campaign,NV,r,Senate Candidate,Danny,Tarkanian,,
JaniceforNM,campaign,NM,r,House Candidate,Janice,Arnold-Jones,,
Michelle4NM,campaign,NM,d,House Representative,Michelle,Grisham,Lujan,""
Doheny4Congress,campaign,NY,r,House Candidate,Matt,Doheny,,
Maggie4Congress,campaign,NY,r,House Candidate,Maggie,Brooks,,
DavidRouzer,campaign,NC,r,House Representative,David,Rouzer,"",""
fredthompsonfor,campaign,OR,r,House Candidate,Fred,Thompson,,
Doherty2012,campaign,RI,r,House Candidate,Brendan,Doherty,,
Koster4Congress,campaign,WA,r,House Candidate,John,Koster,,
SuzanDelBene,campaign,WA,d,House Representative,Suzan,DelBene,"",""
DickMuri,campaign,WA,r,House Candidate,Dick,Muri,,
RickSnuffer,campaign,WV,r,House Candidate,Rick,Snuffer,,
TedYoho,campaign,FL,r,House Representative,Ted,Yoho,"",""
KerryB4Congress,campaign,MI,r,House Representative,Kerry,Bentivolio,"",""
johndennis2012,campaign,CA,r,House Candidate,John,Dennis,,
OtterforIdaho,campaign,ID,r,Governor,Butch,Otter,"",""
Guinta4Congress,campaign,NH,r,House Representative,Frank,Guinta,"",""
SeanBielat,campaign,MA,r,House Candidate,Sean,Bielat,,
TimHuelskamp,campaign,KS,r,House Representative,Tim,Huelskamp,"",""
TGforArkansas,campaign,AR,r,House Representative,Tim,Griffin,"",""
TeamRomney,campaign,MA,r,Presidential Candidate,Mitt,Romney,"",""
SenRubioPress,official,FL,r,Senator,Marco,Rubio,,
marcorubio,campaign,FL,r,Senator,Marco,Rubio,"",""
JoAnnEmerson,campaign,MO,r,House Representative,Jo Ann,Emerson,"",""
jackiewalorski,campaign,IN,r,House Representative,Jackie,Walorski,"",""
Little4Congress,campaign,NJ,r,House Candidate,Anna,Little,,
tedcruz,campaign,TX,r,Senator,Ted,Cruz,"",""
ForwardTX,campaign,TX,d,Senate Candidate,Paul,Sadler,,
RonDeSantisFL,campaign,FL,r,House Representative,Ron,DeSantis,"",""
Karen4Congress,campaign,FL,r,House Candidate,Karen,Harrington,,
TomCottonAR,campaign,AR,r,Senator,Tom,Cotton,"",""
RaeseForSenate,campaign,WV,r,Senate Candidate,John,Raese,,
HansForCongress,campaign,PA,r,House Candidate,Hans,Lessmann,,
ElizabethEmken,campaign,CA,r,House Candidate,Elizabeth,Emken,"",""
kevinwade2014,campaign,DE,r,Senate Candidate,Kevin,Wade,"",""
Pires4USSenate,campaign,DE,i,Senate Candidate,Alex,Pires,,
dbongino,campaign,MD,r,House Candidate,Dan,Bongino,"",""
KurtBills,campaign,MN,r,Senate Candidate,Kurt,Bills,,
joekyrillos2012,campaign,NJ,r,Senate Candidate,Joe,Kyrillos,,
WendyLongNY,campaign,NY,r,Senate Candidate,Wendy,Long,,
SenWhitehouse,official,RI,d,Senator,Sheldon,Whitehouse,,
BarryHinckley,campaign,RI,r,Senate Candidate,Barry,Hinckley,,
mclayton4senate,campaign,TN,d,Senate Candidate,Mark,Clayton,,
DrShaunCrowell,campaign,TN,x,Senate Candidate,Shaun,Crowell,,
JohnJayMyers,campaign,TX,x,Senate Candidate,John,Myers,Jay,
VoteScottHowell,campaign,UT,d,Senate Candidate,Scott,Howell,,
JohnMacGovern,campaign,VT,r,Senate Candidate,John,MacGovern,,
VoteBaumgartner,campaign,WA,r,Senate Candidate,Michael,Baumgartner,,
robzerban,campaign,WI,d,House Candidate,Rob,Zerban,"",""
RaymondBoland,campaign,WI,r,House Candidate,Ray,Boland,"",""
NoMoore2012,campaign,WI,r,House Candidate,Dan,Sebring,"",""
kallas6th,campaign,WI,d,House Candidate,Joe,Kallas,,
suethorn2012,campaign,WV,d,House Candidate,Sue,Thorn,,
hswint,campaign,WV,d,House Candidate,Howard,Swint,,
Lungren2012,campaign,CA,r,House Representative,Dan,Lungren,,
TammyforIL,campaign,IL,d,Senator,Tammy,Duckworth,"",""
joekennedy,campaign,MA,d,House Representative,Joe,Kennedy,"",III
AnnLWagner,campaign,MO,r,House Representative,Ann,Wagner,"",""
DennyHeck,campaign,WA,d,House Representative,Denny,Heck,"",""
DainesforMT,campaign,MT,r,Senator,Steve,Daines,"",""
DerekKilmer,campaign,WA,d,House Representative,Derek,Kilmer,"",""
Grace4NY,campaign,NY,d,House Representative,Grace,Meng,"",""
StandWithJackie,campaign,IN,r,House Representative,Jackie,Walorski,"",""
TulsiGabbard,campaign,HI,d,House Representative,Tulsi,Gabbard,"",""
Castro4Congress,campaign,TX,d,House Representative,Joaquin,Castro,"",""
JaredHuffman,campaign,CA,d,House Representative,Jared,Huffman,"",""
TeamJeffries,campaign,NY,d,House Representative,Hakeem,Jeffries,"",""
SusanBrooksIN,campaign,IN,r,House Representative,Susan,Brooks,"",""
CartwrightPA,campaign,PA,d,House Representative,Matt,Cartwright,"",""
kevincramer,campaign,ND,r,House Representative,Kevin,Cramer,"",""
dinatitus,campaign,NV,d,House Representative,Dina,Titus,"",""
LukeMesserIN,campaign,IN,r,House Representative,Luke,Messer,"",""
Vargas4Congress,campaign,CA,d,House Representative,Juan,Vargas,"",""
ThomasMassieKY,campaign,KY,r,House Representative,Thomas,Massie,"",""
bradwenstrup,campaign,OH,r,House Representative,Brad,Wenstrup,"",""
tonycardenassfv,campaign,CA,d,House Representative,Tony,Cardenas,"",""
ericswalwell,campaign,CA,d,House Representative,Eric,Swalwell,"",""
JoyceBeatty,campaign,OH,d,House Representative,Joyce,Beatty,"",""
Bridenstine4OK,campaign,OK,r,House Representative,Jim,Bridenstine,"",""
dankildee,campaign,MI,d,House Representative,Dan,Kildee,"",""
BetoForCongress,campaign,TX,d,House Representative,Beto,O'Rourke,"",""
joinpaulcook,campaign,CA,r,House Representative,Paul,Cook,"",""
Payne10thNJ,campaign,NJ,d,House Representative,Donald,Payne,M.,Sr.
RepScottPerry,campaign,PA,r,House Representative,Scott,Perry,"",""
RepMarkMeadows,official,NC,r,House Representative,Mark,Meadows,"",""
obamainaugural,official,DC,d,President,Barack,Obama,"",""
amyklobuchar,campaign,MN,d,Senator,Amy,Klobuchar,"",""
alfranken,campaign,MN,d,Senator,Al,Franken,"",""
RepRichHudson,official,NC,r,House Representative,Richard,Hudson,"",""
brianschatz,campaign,HI,d,Senator,Brian,Schatz,"",""
salmoncongress,campaign,AZ,r,House Representative,Matt,Salmon,"",""
ChrisCoons,campaign,DE,d,Senator,Chris,Coons,"",""
SenCoonsOffice,official,DE,d,Senator,Chris,Coons,"",""
SenJohnHoeven,official,ND,r,Senator,John,Hoeven,,
hoeven4senate,campaign,ND,r,Senator,John,Hoeven,"",""
CardenasforCA,campaign,CA,d,House Representative,Tony,Cardenas,"",""
Negrete_McLeod,campaign,CA,d,House Representative,Gloria,Negrete McLeod,"",""
ScottPetersCA52,campaign,CA,d,House Representative,Scott,Peters,"",""
MikeCrapo,official,ID,r,Senator,Mike,Crapo,"",""
crapo4senate,campaign,ID,r,Senator,Mike,Crapo,"",""
AlanGrayson,campaign,FL,d,House Representative,Alan,Grayson,"",""
treyradel,campaign,FL,r,House Representative,Trey,Radel,"",""
Douglas_Collins,campaign,GA,r,House Representative,Doug,Collins,"",""
tammyduckworth,campaign,IL,d,Senator,Tammy,Duckworth,"",""
RepLukeMesser,official,IN,r,House Representative,Luke,Messer,,
RepJoeKennedy,official,MA,d,House Representative,Joe,Kennedy,,III
RepKerryB,official,MI,r,House Representative,Kerry,Bentivolio,"",""
RepAnnWagner,official,MO,r,House Representative,Ann,Wagner,,
SteveDaines,official,MT,r,Senator,Steve,Daines,"",""
RepHorsford,official,NV,d,House Representative,Steven,Horsford,"",""
RepJerryNadler,official,NY,d,House Representative,Jerry,Nadler,,
RepChrisCollins,official,NY,r,House Representative,Chris,Collins,"",""
RobertPittenger,campaign,NC,r,House Representative,Robert,Pittenger,"",""
RepHolding,official,NC,r,House Representative,George,Holding,,
RepKevinCramer,official,ND,r,House Representative,Kevin,Cramer,,
RepDeSantis,official,FL,r,House Representative,Ron,DeSantis,,
MarkwayneMullin,campaign,OK,r,House Representative,Markwayne,Mullin,"",""
RepCartwright,official,PA,d,House Representative,Matt,Cartwright,,
TomRiceSC7,campaign,SC,r,House Representative,Tom,Rice,"",""
WeberforTexas,campaign,TX,r,House Representative,Randy,Weber,"",""
BetoORourke,campaign,TX,d,House Representative,Beto,O'Rourke,"",""
RogerWilliamsTX,campaign,TX,r,House Representative,Roger,Williams,"",""
MarcVeasey,campaign,TX,d,House Representative,Marc,Veasey,"",""
FilemonVela,campaign,TX,d,House Representative,Filemon,Vela,"",Jr.
StockmanSenate,campaign,TX,r,House Representative,Steve,Stockman,"",""
RepRonBarber,official,AZ,d,House Representative,Ron,Barber,"",""
RepEsty,official,CT,d,House Representative,Elizabeth,Esty,,
RepSwalwell,official,CA,d,House Representative,Eric,Swalwell,"",""
SenTedCruz,official,TX,r,Senator,Ted,Cruz,"",""
SenAngusKing,official,ME,i,Senator,Angus,King,,
RepCheri,official,IL,d,House Representative,Cheri,Bustos,,
RepDerekKilmer,official,WA,d,House Representative,Derek,Kilmer,,
RepChrisStewart,official,UT,r,House Representative,Chris,Stewart,"",""
StewartforUtah,campaign,UT,r,House Representative,Chris,Stewart,"",""
repdinatitus,official,NV,d,House Representative,Dina,Titus,"",""
RepAnnieKuster,official,NH,d,House Representative,Annie,Kuster,McLane,""
RepDanMaffei,official,NY,d,House Representative,Dan,Maffei,"",""
RepDaveJoyce,official,OH,r,House Representative,David,Joyce,"",""
DaveJoyceOH14,campaign,OH,r,House Representative,David,Joyce,"",""
JoaquinCastrotx,campaign,TX,d,House Representative,Joaquin,Castro,"",""
SaxbyChambliss,campaign,GA,r,Senator,Saxby,Chambliss,"",""
SenatorRisch,official,ID,r,Senator,Jim,Risch,"",""
SenatorIsakson,campaign,GA,r,Senator,Johnny,Isakson,,
SenatorHeitkamp,official,ND,d,Senator,Heidi,Heitkamp,"",""
SenatorFischer,official,NE,r,Senator,Deb,Fischer,"",""
MaxBaucus,campaign,MT,d,Senator,Max,Baucus,"",""
MartinHeinrich,official,NM,d,Senator,Martin,Heinrich,,
SenatorEnzi,official,WY,r,Senator,Mike,Enzi,"",""
SenJackReed,official,RI,d,Senator,Jack,Reed,,
SenThadCochran,official,MS,r,Senator,Thad,Cochran,"",""
SenFeinstein,official,CA,d,Senator,Dianne,Feinstein,,
SenMarkPryor,official,AR,d,Senator,Mark,Pryor,"",""
SenLandrieu,official,LA,d,Senator,Mary,Landrieu,"",""
RonWyden,official,OR,d,Senator,Ron,Wyden,"",""
SenRockefeller,official,WV,d,Senator,Jay,Rockefeller,"",""
RepAdrianSmith,official,NE,r,House Representative,Adrian,Smith,,
RepSinema,official,AZ,d,House Representative,Kyrsten,Sinema,"",""
RepBonamici,official,OR,d,House Representative,Suzanne,Bonamici,"",""
USRepRickNolan,official,MN,d,House Representative,Rick,Nolan,"",""
TulsiPress,official,HI,d,House Representative,Tulsi,Gabbard,"",""
Tim_Walz,campaign,MN,d,House Representative,Tim,Walz,"",""
RodneyDavis,official,IL,r,House Representative,Rodney,Davis,,
RepWalorski,official,IN,r,House Representative,Jackie,Walorski,"",""
RepVeasey,official,TX,d,House Representative,Marc,Veasey,,
mocowan,campaign,MA,d,Senator,Mo,Cowan,"",""
PatMcCroryNC,official,NC,r,Governor,Pat,McCrory,"",""
SteveWorks4You,official,TX,r,House Representative,Steve,Stockman,"",""
RalphHallPress,official,TX,r,House Representative,Ralph,Hall,"",""
RepRichardNeal,official,MA,d,House Representative,Richard,Neal,,
PatTiberi,official,OH,r,House Representative,Pat,Tiberi,"",""
TeamTiberi,campaign,OH,r,House Representative,Pat,Tiberi,"",""
RepLoisCapps,official,CA,d,House Representative,Lois,Capps,"",""
RepAndrews,official,NJ,d,House Representative,Rob,Andrews,"",""
RepTomRice,official,SC,r,House Representative,Tom,Rice,,
RepThompson,official,CA,d,House Representative,Mike,Thompson,"",""
RepThomasMassie,official,KY,r,House Representative,Thomas,Massie,,
RepTedYoho,official,FL,r,House Representative,Ted,Yoho,,
RepStephenLynch,official,MA,d,House Representative,Stephen,Lynch,"",""
RepCharlieDent,official,PA,d,House Representative,Charlie,Dent,"",""
RepSheaPorter,official,NH,d,House Representative,Carol,Shea-Porter,"",""
RepSeanMaloney,official,NY,d,House Representative,Sean,Maloney,,
RepSchneider,official,IL,d,House Representative,Brad,Schneider,"",""
RepRoybalAllard,official,CA,d,House Representative,Lucille,Roybal-Allard,"",""
reppittenger,official,NC,r,House Representative,Robert,Pittenger,,
WelchForVT,campaign,VT,d,House Representative,Peter,Welch,"",""
RepPeteGallego,official,TX,d,House Representative,Pete,Gallego,"",""
RepMullin,official,OK,r,House Representative,Markwayne,Mullin,"",""
RepMcLeod,official,CA,d,House Representative,Gloria,Negrete McLeod,"",""
RepMattSalmon,official,AZ,r,House Representative,Matt,Salmon,"",""
RepMarkTakano,official,CA,d,House Representative,Mark,Takano,,
RepMarcyKaptur,official,OH,d,House Representative,Marcy,Kaptur,"",""
RepGaramendi,official,CA,d,House Representative,John,Garamendi,"",""
RepLujanGrisham,official,NM,d,House Representative,Michelle,Lujan Grisham,,
RepLowenthal,official,CA,d,House Representative,Alan,Lowenthal,,
RepLoisFrankel,official,FL,d,House Representative,Lois,Frankel,,
RepJeffDuncan,official,SC,r,House Representative,Jeff,Duncan,"",""
RepLipinski,official,IL,d,House Representative,Dan,Lipinski,,
RepLanceNJ7,official,NJ,r,House Representative,Leonard,Lance,,
RepZoeLofgren,official,CA,d,House Representative,Zoe,Lofgren,,
RepKirkpatrick,official,AZ,d,House Representative,Ann,Kirkpatrick,,
RepJohnDelaney,official,MD,d,House Representative,John,Delaney,,
RepMikeRogers,official,MI,r,House Representative,Mike ,Rogers,"",""
RepJimCosta,official,CA,d,House Representative,Jim,Costa,,
RepHalRogers,official,KY,r,House Representative,Hal,Rogers,,
brettguthrie,campaign,KY,r,House Representative,Brett,Guthrie,"",""
RepDavidEPrice,official,NC,d,House Representative,David,Price,"",""
RepGraceMeng,official,NY,d,House Representative,Grace,Meng,,
RepGarrett,official,NJ,r,House Representative,Scott,Garrett,,
RepFilemonVela,official,TX,d,House Representative,Filemon,Vela,,
RepDougCollins,official,GA,r,House Representative,Doug,Collins,"",""
RepDLamborn,official,CO,r,House Representative,Doug,Lamborn,"",""
RepSarbanes,official,MD,d,House Representative,John,Sarbanes,"",""
RepDennyHeck,official,WA,d,House Representative,Denny,Heck,"",""
RepDelBene,official,WA,d,House Representative,Suzan,DelBene,,
RepDanKildee,official,MI,d,House Representative,Dan,Kildee,,
GKButterfield,official,NC,d,House Representative,G.K.,Butterfield,"",""
BillPascrell,official,NJ,d,House Representative,Bill ,Pascrell,"",""
RepAndreCarson,official,IN,d,House Representative,Andre,Carson,"",""
RepWOLFPress,official,VA,r,House Representative,Frank,Wolf,"",""
NydiaVelazquez,official,NY,d,House Representative,Nydia,Velazquez,,
MarkAmodeiNV2,official,NV,r,House Representative,Mark,Amodei,"",""
RepLindaSanchez,official,CA,d,House Representative,Linda,Sanchez,,
TomColeOK04,official,OK,r,House Representative,Tom,Cole,"",""
RepMaloney,official,NY,d,House Representative,Carolyn,Maloney,"",""
RepCicilline,official,RI,d,House Representative,David,Cicilline,"",""
RepBillFoster,official,IL,d,House Representative,Bill,Foster,,
RepBera,official,CA,d,House Representative,Ami,Bera,,
Harris4Congress,campaign,MD,r,House Representative,Andy,Harris,"",""
RepAndyHarrisMD,official,MD,r,House Representative,Andy,Harris,,
RepAndyBarr,official,KY,r,House Representative,Andy,Barr,,
PatrickMurphyFL,campaign,FL,d,House Representative,Patrick,Murphy,"",""
RepMurphyFL,official,FL,d,House Representative,Patrick,Murphy,,
MikeKellyPA,official,PA,r,House Representative,Mike,Kelly,,
MikeKellyforPA3,campaign,PA,r,House Representative,Mike,Kelly,"",""
LacyClayMO1,campaign,MO,d,House Representative,Lacy,Clay,"",""
RepJeffries,official,NY,d,House Representative,Hakeem,Jeffries,"",""
FrankDLucas,campaign,OK,r,House Representative,Frank,Lucas,"",""
RepCummings,campaign,MD,d,House Representative,Elijah,Cummings,E,""
DWStweets,campaign,FL,d,House Representative,Debbie,Wasserman Schultz,"",""
DougLaMalfa,campaign,CA,r,House Representative,Doug,LaMalfa,"",""
RepLaMalfa,official,CA,r,House Representative,Doug,LaMalfa,,
DocHastings,official,WA,r,House Representative,Doc,Hastings,"",""
BettyMcCollum04,official,MN,d,House Representative,Betty,McCollum,,
RepTierney,official,MA,d,House Representative,John,Tierney,"",""
johntierney_MA,campaign,MA,d,House Representative,John,Tierney,"",""
ColbertBuschSC,campaign,SC,d,House Candidate,Elizabeth Colbert,Busch,"",""
MarkSanford,campaign,SC,r,House Representative,Mark,Sanford,"",""
TeddyTurnerIV,campaign,SC,r,House Candidate,Teddy,Turner,,
Robin42CD,campaign,IL,d,House Representative,Robin,Kelly,"",""
Governor_LePage,official,ME,r,Governor,Paul,LePage,"",""
lepage2014,campaign,ME,r,Governor,Paul,LePage,,
CurtisBostic,campaign,SC,r,House Candidate,Curtis,Bostic,,
jay_stamper,campaign,SC,d,Senate Candidate,Jay,Stamper,"",""
anthonyweiner,campaign,NY,d,House Representative,Anthony,Weiner,"",""
mayorvincegray,official,DC,d,Governor,Vincent,Gray,C.,""
GovernorBullock,official,MT,d,Governor,Steve,Bullock,,
BullockForMT,campaign,MT,d,Governor,Steve,Bullock,,
RepBetoORourke,official,TX,d,House Representative,Beto,O'Rourke,"",""
CongressmanRuiz,official,CA,d,House Representative,Raul,Ruiz,,
daveloebsack,official,IA,d,House Representative,Dave,Loebsack,"",""
JimPressOffice,official,WI,r,House Representative,Jim,Sensenbrenner,,
KeithRothfus,official,PA,r,House Representative,Keith,Rothfus,,
McCaskillOffice,official,MO,d,Senator,Claire,McCaskill,"",""
Rep_DevinNunes,official,CA,r,House Representative,Devin,Nunes,"",""
RepBillEnyart,official,IL,d,House Representative,Bill,Enyart,"",""
RepBradWenstrup,official,OH,r,House Representative,Brad,Wenstrup,,
RepCardenas,official,CA,d,House Representative,Tony,Cardenas,,
RepDavidValadao,official,CA,r,House Representative,David,Valadao,,
DonaldPayneJr,campaign,NJ,d,House Representative,Donald,Payne,"",Jr.
RepDonaldPayne,official,NJ,d,House Representative,Donald,Payne,"",Jr.
SenDuckworth,official,IL,d,Senator,Tammy,Duckworth,,
RepEliotEngel,official,NY,d,House Representative,Eliot,Engel,,
RepHuffman,official,CA,d,House Representative,Jared,Huffman,,
RepJBridenstine,official,OK,r,House Representative,Jim,Bridenstine,,
RepJuanVargas,official,CA,d,House Representative,Juan,Vargas,"",""
repmarkpocan,official,WI,d,House Representative,Mark,Pocan,"",""
RepPaulCook,official,CA,r,House Representative,Paul,Cook,,
VoteBishop2012,campaign,UT,r,House Representative,Rob,Bishop,"",""
RepRobBishop,official,UT,r,House Representative,Rob,Bishop,,
RepRWilliams,official,TX,r,House Representative,Roger,Williams,"",""
RepScottPeters,official,CA,d,House Representative,Scott,Peters,,
RepTimWalz,official,MN,d,House Representative,Tim,Walz,,
SenTomCotton,official,AR,r,Senator,Tom,Cotton,"",""
SenBrianSchatz,official,HI,d,Senator,Brian,Schatz,,
SenKaineOffice,official,VA,d,Senator,Tim,Kaine,,
SenMoCowan,official,MA,d,Senator,Mo,Cowan,"",""
SenWarren,official,MA,d,Senator,Elizabeth,Warren,,
SteveScalise,official,LA,r,House Representative,Steve,Scalise,"",""
SusanWBrooks,official,IN,r,House Representative,Susan,Brooks,W,
TXRandy14,official,TX,r,House Representative,Randy,Weber,"",""
WaxmanClimate,official,CA,d,House Representative,Henry,Waxman,"",""
LeonardLanceNJ7,campaign,NJ,r,House Representative,Leonard,Lance,"",""
micaforcongress,campaign,FL,r,House Candidate,John,Mica,,
GomezForMA,campaign,MA,r,Senate Candidate,Gabriel,Gomez,,
KenCuccinelli,campaign,VA,r,Gubernatorial Candidate,Ken,Cuccinelli,,
TerryMcAuliffe,campaign,VA,d,Governor,Terry,McAuliffe,"",""
RobertSarvisVA,campaign,VA,i,Gubernatorial Candidate,Robert,Sarvis,C.,
SalahiTareq,campaign,VA,i,Gubernatorial Candidate,Tareq,Salahi,,
ChrisChristie,campaign,NJ,r,Governor,Chris,Christie,"",""
BarbaraBuono,campaign,NJ,d,Gubernatorial Candidate,Barbara,Buono,,
Grossman4NJ,campaign,NJ,r,Gubernatorial Candidate,Seth,Grossman,"",""
MikeForMN,campaign,MN,r,Senate Candidate,Mike,McFadden,"",""
CuccinelliPress,campaign,VA,r,Gubernatorial Candidate,Ken,Cuccinelli,,
ThomTillis,campaign,NC,r,Senator,Thom,Tillis,"",""
JasonSmithMO,campaign,MO,r,House Representative,Jason,Smith,"",""
Hodges4Congress,campaign,MO,d,House Candidate,Steve,Hodges,,
CoryBooker,campaign,NJ,d,Senator,Cory,Booker,"",""
HillaryClinton,campaign,NY,d,Presidential Candidate,Hillary,Clinton,"",""
berwickforMA,campaign,MA,d,Gubernatorial Candidate,Don,Berwick,"",""
PeterWelch,official,VT,d,House Representative,Peter,Welch,"",""
RepDWStweets,official,FL,d,House Representative,Debbie,Wasserman Schultz,,
johnculberson,campaign,TX,r,House Representative,John,Culberson,"",""
blaineyoung,campaign,MD,r,Gubernatorial Candidate,Blaine,Young,"",""
DavidCraig2014,campaign,MD,r,Gubernatorial Candidate,David,Craig,"",""
RonGeorge2014,campaign,MD,r,Gubernatorial Candidate,Ron,George,"",""
BrownforMD,campaign,MD,d,Gubernatorial Candidate,Anthony,Brown,G.,""
mattmeadforgov,campaign,WY,r,Governor,Matt,Mead,"",""
carldemaio,campaign,CA,r,House Candidate,Carl,DeMaio,"",""
EdMarkey,campaign,MA,d,Senator,Ed,Markey,"",""
Liz_Cheney,campaign,WY,r,House Representative,Liz,Cheney,,
RoKhannaUSA,campaign,CA,d,House Representative,Ro,Khanna,,
andrewromanoff,campaign,CO,d,House Candidate,Andrew,Romanoff,"",""
SeanEldridge,campaign,NY,d,House Candidate,Sean,Eldridge,"",""
GwenGraham,campaign,FL,d,House Representative,Gwen,Graham,"",""
jimtracy,campaign,TN,r,House Candidate,Jim,Tracy,"",""
CarrforTN,campaign,TN,r,Senate Candidate,Joe,Carr,"",""
RecchiaCongress,campaign,NY,d,House Candidate,Domenic,Recchia,"",Jr.
aguilarpete,campaign,CA,d,House Representative,Pete,Aguilar,"",""
VAArk,campaign,PA,d,House Candidate,Valerie,Arkoosh,"",""
NickCaseyforWV,campaign,WV,d,House Candidate,Nick,Casey,"",""
daylinleach,campaign,PA,d,House Candidate,Daylin,Leach,"",""
GregAbbott_TX,campaign,TX,r,Governor,Greg,Abbott,"",""
Carter4Congress,campaign,GA,r,House Representative,Buddy,Carter,"",""
Booker4Senate,campaign,NJ,d,Senator,Cory,Booker,"",""
agarciapadilla,official,PR,d,Governor,Alejandro,Padilla,García,
MarthaforNY,campaign,NY,d,House Candidate,Martha,Robertson,"",""
StrouseForPA,campaign,PA,d,House Candidate,Kevin,Strouse,"",""
Boyle4PA,campaign,PA,d,House Representative,Brendan,Boyle,"",""
MMargoliesPA,campaign,PA,d,House Candidate,Marjorie,Margolies,"",""
edlindsey14,campaign,GA,r,House Candidate,Edward,Lindsey,"",""
stanleypchang,campaign,HI,d,House Candidate,Stanley,Chang,"",""
JessEhrlich,campaign,FL,d,House Candidate,Jessica,Ehrlich,"",""
BryanSmithID2,campaign,ID,r,House Candidate,Bryan,Smith,"",""
TeamNestande,campaign,CA,r,House Candidate,Brian,Nestande,"",""
rickallen,campaign,GA,r,House Representative,Rick,Allen,W.,""
_Andrew_Walter,campaign,AZ,r,House Candidate,Andrew,Walter,"",""
DavidSchwarz_,campaign,GA,r,House Candidate,David,Schwarz,"",""
kirkjorgensen52,campaign,CA,r,House Candidate,Kirk,Jorgensen,"",""
WendyRogersAZ,campaign,AZ,r,House Candidate,Wendy,Rogers,"",""
WillHurd,campaign,TX,r,House Candidate,Will,Hurd,,
BlumforCongress,campaign,IA,r,House Representative,Rod,Blum,"",""
Graves4Congress,campaign,MN,d,House Candidate,Jim,Graves,"",""
bobbarrcongress,campaign,GA,r,House Candidate,Bob,Barr,"",""
